query,title,year,venue,authors,doi,url,type,source,score,tags
robot compliance estimation contact,Local Compliance Estimation via Positive Semidefinite Constrained Least Squares,2004,IEEE Transactions on Robotics,N. Krislock; J. Lang; J. Varah; D.K. Pai; H.-P. Seidel,10.1109/tro.2004.832794,https://doi.org/10.1109/tro.2004.832794,journal-article,Crossref,1,dynamics
contact mechanics robotics manipulation,Introduction to Automation and Robotics,2004,Fundamentals of Mechanics of Robotic Manipulation,Marco Ceccarelli,10.1007/978-1-4020-2110-7_1,https://doi.org/10.1007/978-1-4020-2110-7_1,book-chapter,Crossref,1,manipulation
manipulation contact dynamics estimation,Dynamics of cultural values in contact discourse,2003,Dynamics of Language Contact,,10.1017/cbo9780511606526.008,https://doi.org/10.1017/cbo9780511606526.008,book-chapter,Crossref,1,contact
robot compliance estimation contact,Contact Stiffness and Damping Estimation for Robotic Systems,2003,The International Journal of Robotics Research,D Erickson; M Weber; I Sharf,10.1177/027836403128964700,https://doi.org/10.1177/027836403128964700,journal-article,Crossref,1,contact
haptic sensing manipulation robot,Enhanced haptic feedback,2003,Industrial Robot: An International Journal,,10.1108/ir.2003.04930fad.007,https://doi.org/10.1108/ir.2003.04930fad.007,journal-article,Crossref,1,tactile
slip state estimation robot manipulation,Mechanics of Robot Manipulation,2002,Industrial Robot: An International Journal,John Rigelsford,10.1108/ir.2002.04929aae.002,https://doi.org/10.1108/ir.2002.04929aae.002,journal-article,Crossref,1,manipulation
haptic sensing manipulation robot,Haptic Feedback,2002,Industrial Robot: An International Journal,,10.1108/ir.2002.04929ead.009,https://doi.org/10.1108/ir.2002.04929ead.009,journal-article,Crossref,1,tactile
tactile object recognition manipulation,Hierarchical versus parallel processing in tactile object recognition: A behavioural-neuroanatomical study of aperceptive tactile agnosia,2002,Brain,S. Bohlhalter,10.1093/brain/awf245,https://doi.org/10.1093/brain/awf245,journal-article,Crossref,1,tactile
manipulation contact dynamics estimation,Dynamics,2001,Mechanics of Robotic Manipulation,,10.7551/mitpress/4527.003.0009,https://doi.org/10.7551/mitpress/4527.003.0009,book-chapter,Crossref,1,manipulation
force control contact estimation robot,Vehicle Wheel-Ground Contact Angle Estimation: With Application to Mobile Robot Traction Control,2000,Advances in Robot Kinematics,K. Iagnemma; S. Dubowsky,10.1007/978-94-011-4120-8_15,https://doi.org/10.1007/978-94-011-4120-8_15,book-chapter,Crossref,1,contact
robot tactile feedback manipulation,A tactile feedback hexapod operating robot for endoscopic procedures,1999,Neurological Research,V. Urban; M. Wapler; T. Weisener; R. Schönmayr,10.1080/01616412.1999.11740887,https://doi.org/10.1080/01616412.1999.11740887,journal-article,Crossref,1,tactile
force control contact estimation robot,Direct Force Control,1999,Robot Force Control,Bruno Siciliano; Luigi Villani,10.1007/978-1-4615-4431-9_4,https://doi.org/10.1007/978-1-4615-4431-9_4,book-chapter,Crossref,1,contact
force control contact estimation robot,Indirect Force Control,1999,Robot Force Control,Bruno Siciliano; Luigi Villani,10.1007/978-1-4615-4431-9_3,https://doi.org/10.1007/978-1-4615-4431-9_3,book-chapter,Crossref,1,contact
force control contact estimation robot,Advanced Force and Position Control,1999,Robot Force Control,Bruno Siciliano; Luigi Villani,10.1007/978-1-4615-4431-9_5,https://doi.org/10.1007/978-1-4615-4431-9_5,book-chapter,Crossref,1,contact
tactile object recognition manipulation,Neural pathways in tactile object recognition,1999,Neurology,Ellen Deibert; Michael Kraut; Sarah Kremen; John Hart,10.1212/wnl.52.7.1413,https://doi.org/10.1212/wnl.52.7.1413,journal-article,Crossref,1,tactile
robot compliance estimation contact,Passive compliance versus active compliance in robot‐based automated assembly systems,1998,Industrial Robot: An International Journal,Wei Wang; Robert N.K. Loh; Edward Y. Gu,10.1108/01439919810196964,https://doi.org/10.1108/01439919810196964,journal-article,Crossref,1,dynamics
tactile object recognition manipulation,Tactile agnosia,1996,Brain,Catherine L. Reed; Richard J. Caselli; Martha J. Farah,10.1093/brain/119.3.875,https://doi.org/10.1093/brain/119.3.875,journal-article,Crossref,1,tactile
robot hand object pose force sensing,Pose Estimation From Image Data Without Explicit Object Models,1995,Research in Computer and Robot Vision,Gregory Dudek; Chi Zhang,10.1142/9789812812483_0002,https://doi.org/10.1142/9789812812483_0002,book-chapter,Crossref,1,dynamics
force tactile proprioceptive manipulation,Proprioceptive-Tactile Information to Support Manual Control During Driving,1994,PsycEXTRA Dataset,Josef Schumann,10.1037/e537272012-140,https://doi.org/10.1037/e537272012-140,dataset,Crossref,1,tactile
robot grasp tactile sensing,External sensing: tactile sensors,1993,Robot Technology Workbook,David Cumbers,10.1007/978-1-349-12688-0_12,https://doi.org/10.1007/978-1-349-12688-0_12,book-chapter,Crossref,1,tactile
robot grasp tactile sensing,051 Obstacle avoidance using tactile sensing for an autonomous mobile robot,1993,Control Engineering Practice,,10.1016/0967-0661(93)91446-4,https://doi.org/10.1016/0967-0661(93)91446-4,journal-article,Crossref,1,tactile
robot grasp tactile sensing,Special Issue: Robot Behavior. Adaptive Behavior. Tactile Based Robot Motions and Robot Motions for Tactile Sensing.,1993,Journal of the Robotics Society of Japan,Makoto KANEKO,10.7210/jrsj.11.1171,https://doi.org/10.7210/jrsj.11.1171,journal-article,Crossref,1,tactile
robot grasp tactile sensing,Thermal tactile sensing,1993,IEEE Transactions on Robotics and Automation,G.J. Monkman; P.M. Taylor,10.1109/70.240201,https://doi.org/10.1109/70.240201,journal-article,Crossref,1,tactile
robot grasp tactile sensing,Dynamic tactile sensing: perception of fine surface features with stress rate sensing,1993,IEEE Transactions on Robotics and Automation,R.D. Howe; M.R. Cutkosky,10.1109/70.238278,https://doi.org/10.1109/70.238278,journal-article,Crossref,1,tactile
force control contact estimation robot,Dynamic hybrid position/force control of robot manipulators-on-line estimation of unknown constraint,1993,IEEE Transactions on Robotics and Automation,T. Yoshikawa; A. Sudou,10.1109/70.238286,https://doi.org/10.1109/70.238286,journal-article,Crossref,1,contact
slip detection grasp control robot,ROBOT CONTROL SYSTEM USING SLIP DISPLACEMENT SIGNAL FOR ALGORITHM CORRECTION,1992,Robot Control 1991,Yu.P Kondratenko; A.V. Kuzmichov; Y.Z. Yang,10.1016/b978-0-08-041276-4.50083-2,https://doi.org/10.1016/b978-0-08-041276-4.50083-2,book-chapter,Crossref,1,slip
robot grasp tactile sensing,OBSTACLE AVOIDANCE USING TACTILE SENSING FOR AN AUTONOMOUS MOBILE ROBOT,1992,Motion Control for Intelligent Automation,E. BADREDDIN,10.1016/b978-0-08-042058-5.50055-1,https://doi.org/10.1016/b978-0-08-042058-5.50055-1,book-chapter,Crossref,1,tactile
robot grasp tactile sensing,Obstacle Avoidance Using Tactile Sensing for an Autonomous Mobile Robot,1992,IFAC Proceedings Volumes,E. Badreddin,10.1016/s1474-6670(17)50587-x,https://doi.org/10.1016/s1474-6670(17)50587-x,journal-article,Crossref,1,tactile
friction estimation tactile robotics,Tactile Sensor Designs,1992,World Scientific Series in Robotics and Intelligent Systems,Howard R. Nicholls,10.1142/9789814355964_0002,https://doi.org/10.1142/9789814355964_0002,book-chapter,Crossref,1,tactile
friction estimation tactile robotics,The Human Tactile System,1992,World Scientific Series in Robotics and Intelligent Systems,Letty Moss-Salentijn,10.1142/9789814355964_0007,https://doi.org/10.1142/9789814355964_0007,book-chapter,Crossref,1,tactile
friction estimation tactile robotics,Introduction to Tactile Sensing,1992,World Scientific Series in Robotics and Intelligent Systems,Howard R. Nicholls,10.1142/9789814355964_0001,https://doi.org/10.1142/9789814355964_0001,book-chapter,Crossref,1,tactile
friction estimation tactile robotics,Planar Elasticity for Tactile Sensing,1992,World Scientific Series in Robotics and Intelligent Systems,Ronald S. Fearing,10.1142/9789814355964_0004,https://doi.org/10.1142/9789814355964_0004,book-chapter,Crossref,1,tactile
friction estimation tactile robotics,Future Trends in Tactile Sensing,1992,World Scientific Series in Robotics and Intelligent Systems,Howard R. Nicholls,10.1142/9789814355964_0012,https://doi.org/10.1142/9789814355964_0012,book-chapter,Crossref,1,tactile
friction estimation tactile robotics,Object Recognition Using Active Tactile Sensing,1992,World Scientific Series in Robotics and Intelligent Systems,Peter K. Allen,10.1142/9789814355964_0010,https://doi.org/10.1142/9789814355964_0010,book-chapter,Crossref,1,tactile
friction estimation tactile robotics,Processing and Using Tactile Sensor Data,1992,World Scientific Series in Robotics and Intelligent Systems,Howard R. Nicholls,10.1142/9789814355964_0003,https://doi.org/10.1142/9789814355964_0003,book-chapter,Crossref,1,tactile
friction estimation tactile robotics,Integrating Tactile Sensors – ESPRIT 278,1992,World Scientific Series in Robotics and Intelligent Systems,Zenon G. Rzepczynski,10.1142/9789814355964_0005,https://doi.org/10.1142/9789814355964_0005,book-chapter,Crossref,1,tactile
robot hand object pose force sensing,MODEL-BASED FORCE SENSING FOR AN INDUSTRIAL ROBOT BY USING DRIVE SIGNALS,1992,Robot Control 1991,J. Böhm,10.1016/b978-0-08-041276-4.50027-3,https://doi.org/10.1016/b978-0-08-041276-4.50027-3,book-chapter,Crossref,1,contact
tactile object recognition manipulation,Nonparametric Object Recognition With a New Tactile Sensor,1992,4th Conference on Flexible Assembly Systems,S. Unsal; A. Shirkhodaie; A. H. Soni,10.1115/detc1992-0448,https://doi.org/10.1115/detc1992-0448,proceedings-article,Crossref,1,tactile
slip prediction robotic grasping,Optimal Control of Robotic Grasping,1992,1992 American Control Conference,Antonio Bicchi,10.23919/acc.1992.4792180,https://doi.org/10.23919/acc.1992.4792180,proceedings-article,Crossref,1,manipulation
robot grasp tactile sensing,Robot Tactile Sensing,1991,Computing &amp; Control Engineering Journal,A.G. Blay,10.1049/cce:19910063,https://doi.org/10.1049/cce:19910063,journal-article,Crossref,1,tactile
force control contact estimation robot,Force Decomposition in Robot Force Control,1991,1991 American Control Conference,Steve H. Murphy; John T. Wen,10.23919/acc.1991.4791859,https://doi.org/10.23919/acc.1991.4791859,proceedings-article,Crossref,1,contact
robot compliance estimation contact,ROBOTIC COMPLIANCE CONTROL USING MEMORY FOAMS,1991,Industrial Robot: An International Journal,G.J. Monkman,10.1108/eb004574,https://doi.org/10.1108/eb004574,journal-article,Crossref,1,dynamics
manipulation contact dynamics estimation,Computer Forming of Mathematical Model of Manipulation Robots Dynamics,1989,Applied Dynamics of Manipulation Robots,Miomir Vukobratović,10.1007/978-3-642-83866-8_2,https://doi.org/10.1007/978-3-642-83866-8_2,book-chapter,Crossref,1,manipulation
force control contact estimation robot,A LEARNING CONCEPT FOR IMPROVING ROBOT FORCE CONTROL,1989,Robot Control 1988 (Syroco '88),F. Lange,10.1016/b978-0-08-035742-3.50036-8,https://doi.org/10.1016/b978-0-08-035742-3.50036-8,book-chapter,Crossref,1,contact
tactile object recognition manipulation,3-D Modeling for Robotic Tactile Object Recognition,1989,CAD/CAM Robotics and Factories of the Future,Peter K. Allen,10.1007/978-3-642-52326-7_30,https://doi.org/10.1007/978-3-642-52326-7_30,book-chapter,Crossref,1,tactile
tactile object recognition manipulation,3-D Modeling for Robotic Tactile Object Recognition,1989,CAD/CAM Robotics and Factories of the Future,Peter K. Allen,10.1007/978-3-662-39962-0_30,https://doi.org/10.1007/978-3-662-39962-0_30,book-chapter,Crossref,1,tactile
slip prediction robotic grasping,Robotic grasping of unknown objects: A knowledge-based approach,1989,,S. Stansfield,10.2172/6004852,https://doi.org/10.2172/6004852,report,Crossref,1,manipulation
robot grasp tactile sensing,Robot Tactile Sensing and Schema Control,1987,"Vision, Brain, and Cooperative Computation",Kenneth J. Overton,10.7551/mitpress/7113.003.0023,https://doi.org/10.7551/mitpress/7113.003.0023,book-chapter,Crossref,1,tactile
tactile object recognition manipulation,Object recognition using tactile image array sensors,1986,Proceedings. 1986 IEEE International Conference on Robotics and Automation,Ren Luo; Wen-Hsiang Tsai,10.1109/robot.1986.1087595,https://doi.org/10.1109/robot.1986.1087595,proceedings-article,Crossref,1,tactile
tactile object recognition manipulation,An objective tactile sensing strategy for object recognition and localization,1986,Proceedings. 1986 IEEE International Conference on Robotics and Automation,J. Schneiter,10.1109/robot.1986.1087542,https://doi.org/10.1109/robot.1986.1087542,proceedings-article,Crossref,1,tactile
robot grasp tactile sensing,Robot Tactile Sensing: A New Array Sensor,1985,IFAC Proceedings Volumes,B.V. Jayawant; M.A. Onori; J.D. MckWatson,10.1016/s1474-6670(17)59973-5,https://doi.org/10.1016/s1474-6670(17)59973-5,journal-article,Crossref,1,tactile
tactile object recognition manipulation,Object recognition through automated tactile sensing (abstract only),1985,Proceedings of the 1985 ACM thirteenth annual conference on Computer Science  - CSC '85,William McMillan,10.1145/320599.320753,https://doi.org/10.1145/320599.320753,proceedings-article,Crossref,1,tactile
slip prediction robotic grasping,Natural Examples of Grasping,1985,The Kluwer International Series in Engineering and Computer Science,Mark R. Cutkosky,10.1007/978-1-4684-6891-5_6,https://doi.org/10.1007/978-1-4684-6891-5_6,book-chapter,Crossref,1,manipulation
force tactile proprioceptive manipulation,Evaluation of the Tactile Component in a Proprioceptive Feedback Task,1973,Cortex,Harvey S. Levin,10.1016/s0010-9452(73)80028-0,https://doi.org/10.1016/s0010-9452(73)80028-0,journal-article,Crossref,1,tactile
proprioceptive tactile sensing robot hand,Terrain-Adaptive Locomotion Control for an Underwater Hexapod Robot: Sensing Leg–Terrain Interaction With Proprioceptive Sensors_supp1-3341247.mp4,None,,Rongxin Cui,10.1109/mra.2023.3341247/mm1,https://doi.org/10.1109/mra.2023.3341247/mm1,component,Crossref,0,
force control contact estimation robot,Introduction,2025,Topics in Systems Engineering,,10.1142/9789819813629_0001,https://doi.org/10.1142/9789819813629_0001,book-chapter,Crossref,0,
force control contact estimation robot,Frequency Domain Analysis and Human Reactive Delay Estimation,2025,Topics in Systems Engineering,,10.1142/9789819813629_0007,https://doi.org/10.1142/9789819813629_0007,book-chapter,Crossref,0,
force control contact estimation robot,Nonlinear Models,2025,Topics in Systems Engineering,,10.1142/9789819813629_0004,https://doi.org/10.1142/9789819813629_0004,book-chapter,Crossref,0,
force control contact estimation robot,Linear Models,2025,Topics in Systems Engineering,,10.1142/9789819813629_0002,https://doi.org/10.1142/9789819813629_0002,book-chapter,Crossref,0,
